query_id	tema	subtema	query_text	num_pedido_normalizado	num_publicacao	relevance_candidato	score_regra	evidencia_regra	ipc	titulo
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112015005380	WO2014/047231	2	22.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|tumor|cancer	A61K 39/395; A61P 35/00; C07K 16/28	ANTICORPO HUMANO BIESPECÍFICO, COMPOSIÇÃO FARMACÊUTICA E USOS DOS MESMOS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112014002621	WO2013/018892	2	22.5	ipc_forte=3; ipc_media=3; ipc_tema=4; termos_medios=anticorpo|cancer	A61K 39/395; A61K 48/00; A61P 35/00; A61P 35/02; C07K 16/30; C12N 15/09	Anticorpo, ou seu fragmento, composição farmacêutica, uso de um anticorpo e uso de uma composição farmacêutica
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022007719	WO2021/081407	2	22.5	ipc_forte=3; ipc_media=3; ipc_tema=4; termos_medios=anticorpo|cancer	A61K 47/68; A61P 35/00; C07D 495/04; C07K 16/28; C07K 16/32	IMUNOCONJUGADOS, COMPOSTO LIGANTE, COMPOSIÇÃO FARMACÊUTICA, MÉTODO PARA TRATAR CÂNCER, USO DE UM IMUNOCONJUGADO E MÉTODO DE PREPARAÇÃO DE UM IMUNOCONJUGADO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112020009655	WO2019/096900	2	22.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|tumor|cancer	A61K 31/282; A61K 39/395; A61P 35/00; C07K 16/28; C07K 16/40	ANTICORPO, USOS DE UM ANTICORPO E USO DE UMA COMBINAÇÃO FARMACÊUTICA
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022010069	WO2021/104302	2	22.5	ipc_forte=3; ipc_media=3; ipc_tema=4; termos_medios=anticorpo|tumor	A61K 39/395; A61P 35/00; C07K 16/46; C12N 15/13	ANTICORPO BIESPECÍFICO, MOLÉCULA DE ÁCIDO NUCLEICO ISOLADA, VETOR, CÉLULA HOSPEDEIRA, CONJUGADO, KIT, USO DO ANTICORPO BIESPECÍFICO E COMPOSIÇÃO FARMACÊUTICA
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022018157	WO2021/182573	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 31/337; A61K 39/395; A61K 45/00; A61P 35/00; A61P 43/00; C07K 16/30	MEDICAMENTO PARA O TRATAMENTO E/OU PREVENÇÃO DO CÂNCER, AGENTES QUE AUMENTAM A EFICÁCIA DE UM FÁRMACO E MÉTODO PARA O TRATAMENTO E/OU PREVENÇÃO DO CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022018166	WO2021/182571	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 31/282; A61K 31/7068; A61K 39/395; A61P 35/00; A61P 43/00; C07K 16/30	MEDICAMENTO PARA TRATAMENTO E/OU PREVENÇÃO DE CÂNCER, AGENTES QUE AUMENTAM A EFICÁCIA DE DROGA DE UMA COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA TRATAR E/OU PREVENIR CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112014002353	WO2013/019906	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=tumor|cancer	A61K 39/395; A61P 35/00; C07K 16/28; C07K 16/30	USOS DE ANTAGONISTAS DE LIGAÇÃO DO EIXO PD-1 E INIBIDORES DE MEK, COMPOSIÇÕES FARMACÊUTICAS, E KIT
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022021322	WO2021/213434	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 38/00; A61K 39/395; A61P 35/00; C07K 16/28	ANTICORPO CONTRA NECTINA-4 E APLICAÇÃO DO MESMO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022004851	WO2021/055789	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=4; termos_medios=cancer	A61K 31/337; A61K 33/24; A61K 39/395; A61K 45/06; A61P 35/00; C07K 16/30; C12Q 1/68; G01N 33/574	USO DE INIBIDORES DE DKK-1 PARA TRATAR CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022024930	WO2021/249228	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=tumor|cancer	A61K 31/4745; A61K 47/50; A61P 35/00; C07K 16/30; C07K 16/32; C07K 7/06	FÁRMACO DE CAMPTOTECINA POSSUINDO UNIDADE DE CONEXÃO HIDROFÍLICA DE ALTA ESTABILIDADE E CONJUGADO DO MESMO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022015450	WO2021/158413	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 39/395; A61P 35/04; C07K 16/28; G01N 33/574	ANTICORPO MONOCLONAL ISOLADO OU FRAGMENTO DE CONEXÃO AO ANTÍGENO DELE, COMPOSIÇÃO FARMACÊUTICA, ÁCIDO NUCLEICO ISOLADO, VETOR, CÉLULA HOSPEDEIRA, PROCESSO DE PRODUÇÃO DE UM ANTICORPO, PROTEÍNA DO RECEPTOR DE ANTÍGENO QUIMÉRICO (CAR), CÉLULA MODIFICADA, MÉTODO PARA TRATAR OU MELHORAR O EFEITO DE UM CÂNCER EM UM SUJEITO, MÉTODO PARA POTENCIALIZAR A ATIVAÇÃO DE CÉLULAS T EM UM SUJEITO E MÉTODO PARA MODULAR O FENÓTIPO DE MACRÓFAGOS M2A EM UM SUJEITO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022012872	WO2021/138346	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|tumor	A61K 39/00; A61P 35/00; C07K 16/28; C07K 16/30; G01N 33/68	COMPOSIÇÃO E USO DE ANTICORPOS MONOCLONAIS GENETICAMENTE MODIFICADOS REFRATÁRIOS A FATORES IMUNOSSUPRESSIVOS TUMORAIS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022018171	WO2021/182572	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 31/282; A61K 31/7068; A61K 39/395; A61P 35/00; A61P 43/00; C07K 16/30	MEDICAMENTO PARA O TRATAMENTO E/OU A PREVENÇÃO DE CÂNCER, AGENTES AUMENTANDO A EFICÁCIA DE DROGA DE UMA COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA TRATAR E/OU PREVENIR CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022008817	WO2021/108693	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 31/337; A61K 31/513; A61K 31/555; A61K 31/635; A61K 31/7068; A61K 33/243; A61K 38/17; A61K 39/395; A61K 45/06; A61P 35/00; A61P 35/02; C07K 14/705; C07K 16/28; C07K 16/30; C07K 16/32	TERAPIAS COMBINADAS PARA TRATAMENTO DE CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112023001241	WO2022/018295	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=4; termos_medios=cancer	A61K 38/00; A61K 38/17; A61K 39/00; A61K 39/395; A61P 35/00; A61P 37/06; C07K 14/47; C07K 16/24; C12N 15/09; C12N 5/10	MOLÉCULA DE LIGAÇÃO DE IL-18, COMPOSIÇÃO COMPREENDENDO A MOLÉCULA DE LIGAÇÃO DE IL-18, E, MÉTODO PARA MODULAR NÍVEIS DE IL-18 EM UM PACIENTE
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112020015385	WO2019/149281	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 39/395; A61P 35/00; C07K 14/00; C07K 16/42	ANTICORPO ANTI-CTLA4, ANTICORPO ATIVÁVEL, POLINUCLEOTÍDEO, VETOR, CÉLULA HOSPEDEIRA BACTERIANA, MÉTODO DE PRODUÇÃO DE UM ANTICORPO OU ANTICORPO ATIVÁVEL, COMPOSIÇÃO FARMACÊUTICA E USO DO ANTICORPO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022027125	WO2022/008902	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 31/00; A61K 31/475; A61K 31/555; A61K 31/675; A61K 31/7048; A61K 33/00; A61K 33/243; A61K 38/19; A61K 39/395; A61P 35/00; A61P 43/00; C07K 16/30	MÉTODO PARA TRATAR UM CÂNCER GD2 POSITIVO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022015151	WO2021/156326	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=tumor|cancer	A61K 39/395; A61P 35/00; C07K 16/28; C07K 16/46	MÉTODO PARA REDUZIR OU PREVENIR PROGRESSÃO DE UM TUMOR OU TRATAR CÂNCER, E, COMPOSIÇÃO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022013553	WO2021/144457	2	21.5	ipc_forte=3; ipc_media=3; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 39/00; A61K 39/395; A61P 35/00; C07K 16/18; C07K 16/28; C07K 16/40	COMPOSIÇÃO FARMACÊUTICA, ANTICORPO, E, USO DE UMA COMPOSIÇÃO FARMACÊUTICA
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR102018001028	BR102018001028	1	14.5	ipc_forte=1; ipc_media=3; ipc_tema=3; termos_medios=antitumor|tumor|cancer	A61K 31/475; A61K 31/50; A61K 38/16; A61P 35/00; C07K 14/415	COMPOSIÇÃO ANTITUMORAL À BASE DE QUENOPODINA
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR102014016268	BR102014016268	1	14.0	ipc_forte=1; ipc_media=2; ipc_tema=4; termos_medios=antitumor|tumor|cancer	A61K 9/51; A61P 35/00; C12N 5/073; C12N 5/075; C12N 5/076; C12Q 1/02; C12Q 1/68	Metodologia de Avaliação da Toxicidade de Oncofármacos e de Nanoestruturas em Oócitos e Embriões Bovinos
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022010063	WO2021/107635	1	13.5	ipc_forte=1; ipc_media=3; ipc_tema=4; termos_medios=cancer	A61K 35/17; A61K 38/00; A61K 38/17; A61K 38/20; A61P 35/00; C07K 14/55; C07K 14/705; C12N 15/63; C12N 5/0783	COMPOSIÇÃO PARA TRATAMENTO ANTICÂNCER, COMPREENDENDO CÉLULAS NK E PROTEÍNA DE FUSÃO QUE COMPREENDE PROTEÍNA IL-2 E PROTEÍNA CD80
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112013023175	WO2012/121361	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=antitumor|tumor|cancer	A61K 31/407; A61K 31/437; A61K 31/4439; A61K 31/506; A61K 31/5377; A61P 35/00; A61P 35/02; A61P 43/00; C07D 471/20; C07D 487/10; C07D 519/00	COMPOSTO, COMPOSIÇÃO FARMACÊUTICA, E, USO DO COMPOSTO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022023987	WO2021/239996	1	12.5	ipc_forte=1; ipc_media=3; ipc_tema=3; termos_medios=cancer	A61K 38/08; A61K 38/16; A61K 38/45; A61P 37/04; C07K 16/28	USO DE UM COMPLEXO MOLECULAR OU DE UMA COMPOSIÇÃO QUE COMPREENDE O COMPLEXO MOLECULAR PARA O TRATAMENTO DE CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022008535	WO2021/091956	1	12.5	ipc_forte=1; ipc_media=3; ipc_tema=3; termos_medios=cancer	A61K 31/504; A61K 38/12; A61P 35/00; C07K 5/02	COMPOSTO, COMPOSIÇÃO FARMACÊUTICA, MÉTODOS PARA TRATAR CÂNCER E UM DISTÚRBIO RELATIVO À PROTEÍNA RAS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022018631	WO2021/187922	1	12.5	ipc_forte=1; ipc_media=3; ipc_tema=3; termos_medios=cancer	A61K 38/00; A61K 38/17; A61K 38/20; A61K 45/06; A61P 35/00; C07K 14/55; C07K 14/705	USO DE UMA PROTEÍNA DE FUSÃO COMPREENDENDO UM FRAGMENTO DE CD80 E UMA VARIANTE DE IL-2 PARA PREVENIR OU TRATAR CÂNCER
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022006943	WO2021/068938	1	12.5	ipc_forte=1; ipc_media=3; ipc_tema=4	A61K 38/17; A61P 35/00; A61P 37/02; C07K 14/725; C12N 15/12; C12N 15/867; C12N 5/078; C12N 5/10	RECEPTOR DE CÉLULA T QUE RECONHECE MUTAÇÃO DE KRAS E SEQUÊNCIA DE CODIFICAÇÃO DA MESMA
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022020486	WO2021/207599	1	12.5	ipc_forte=1; ipc_media=3; ipc_tema=3; termos_medios=anticorpo	A61K 38/00; A61K 39/12; A61P 31/14; C07K 14/005	IMUNOTERAPIA ESPECÍFICA DE ANTÍGENO PARA PROTEÍNAS DE FUSÃO DE COVID-19 E MÉTODOS DE USO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR102016024702	BR102016024702	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=cancer|neoplas	A61K 38/50; A61P 35/00; C12N 15/55; C12N 9/82	MÉTODO DE OBTENÇÃO DE L-ASPARAGINASE RECOMBINANTE DE BAIXA MASSA MOLAR, L-ASPARAGINASE RECOMBINANTE E USO DA MESMA
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022012637	WO2021/132422	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=anticorpo|cancer	A61K 31/501; A61K 31/5377; A61K 31/5386; A61P 35/00; A61P 43/00; C07D 417/14; C07D 471/10; C07D 498/10	COMPOSTO DE PIRIDAZINIL-TIAZOLCARBOXAMIDA, COMPOSIÇÃO FARMACÊUTICA E INIBIDOR DA DGK épsilon QUE COMPREENDEM O MESMO E USO DO DITO COMPOSTO PARA TRATAR CÂNCER RELACIONADO À ATIVAÇÃO DAS CÉLULAS IMUNES OU CÂNCER TENDO RESISTÊNCIA À TERAPIA COM ANTICORPO ANTI-PD-1 / ANTICORPO ANTI-PD-L1
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022007349	WO2021/076966	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=tumor|cancer	A61K 35/17; A61K 38/46; A61P 35/00; A61P 43/00; C12N 15/52; C12N 9/14	HOMODÍMERO DE QUINURENINASE, MÉTODO PARA PRODUZIR UM HOMODÍMERO DE QUINURENINASE PEGUILADO, FORMULAÇÃO FARMACÊUTICA E MÉTODO PARA TRATAR UM SUJEITO TENDO UM TUMOR
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112017018637	WO2016/067112	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=cancer|neoplas	A61K 31/47; A61P 35/00; C07D 401/04	COMPOSTO E SEUS USOS, COMPOSIÇÃO FARMACÊUTICA E SEUS USOS E KIT PARA TRATAMENTO E PREVENÇÃO DE DOENÇAS NEOPLÁSICAS E NÃO NEOPLÁSICAS PROLIFERATIVAS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022012625	WO2021/130638	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=tumor|cancer	A61K 31/519; A61K 31/5377; A61K 31/5415; A61K 31/55; A61K 31/553; A61P 31/12; A61P 31/14; A61P 31/16; A61P 31/18; A61P 35/00; A61P 35/02; A61P 35/04; C07D 487/04; C07D 519/00	COMPOSTOS MODULADORES DE DIACILGLICEROL QUINASE, COMPOSIÇÃO, KIT E COMBINAÇÃO QUE COMPREENDE OS MESMOS E USO DOS REFERIDOS COMPOSTOS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022022477	WO2021/223751	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=antitumor|tumor	A61K 31/551; A61K 45/06; A61P 35/00; C07D 471/14; C07D 487/04; C07D 491/08; C07D 519/00	MÉTODO PARA SINTETIZAR COMPOSTO ANTITUMORAL E INTERMEDIÁRIOS DO MESMO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112013021941	WO2012/144463	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=antitumor|tumor	A61K 31/437; A61K 31/47; A61P 35/00; C07D 215/48; C07D 471/04	AGENTE TERAPÊUTICO PARA TUMOR
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR102022006503	BR102022006503	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=antitumor|tumor	A61K 31/095; A61K 31/421; A61P 35/00; C07C 323/07; C07D 263/14	COMPOSTOS SINTÉTICOS N-HETEROCÍCLICOS E SEU PRECURSOR, COMPOSIÇÃO FARMACÊUTICA, PROCESSO E USOS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022026386	WO2022/033532	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=tumor|cancer	A61K 31/395; A61K 31/519; A61P 35/00; C07D 413/14; C07D 417/14; C07D 487/04; C07D 519/00	INIBIDOR DE FGFR E MUTAÇÃO, MÉTODO DE PREPARAÇÃO DO MESMO E USO FARMACÊUTICO DO MESMO
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112013002182	WO2012/016082	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=antitumor|tumor	A61K 31/47; A61P 35/00; A61P 43/00; C07D 215/46; C07D 215/54; C07D 401/04; C07D 401/10; C07D 401/12; C07D 401/14; C07D 409/04; C07D 409/06; C07D 409/14; C07D 413/06; C07D 453/02; C07D 471/04	COMPOSTOS DERIVADOS DE QUINOLINA, COMPOSIÇÃO FARMACÊUTICA, INIBIDOR DE MELK, AGENTE MODULADOR DE EXPRESSÃO DE MELK, AGENTE ANTITUMOR, AGENTE TERAPÊUTICO E/OU PREVENTIVO PARA UMA DOENÇA QUE ENVOLVE A SUPEREXPRESSÃO DE MELK CONTENDO OS MESMOS E USO DOS REFERIDOS COMPOSTOS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022019387	WO2021/194326	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=tumor|cancer	A61K 31/505; A61K 31/506; A61K 31/5377; A61P 35/00; A61P 37/00; C07D 239/42; C07D 401/04; C07D 401/14; C07D 403/04; C07D 403/14	DERIVADOS DE AMINOPIRIMIDINA E SEU USO COMO MODULADORES DE RECEPTORES DE ARIL HIDROCARBONETOS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR112022008753	WO2021/092322	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=tumor|cancer	A61K 31/455; A61P 35/00; C07D 213/82	TRATAMENTOS DE CÂNCER DIRECIONADOS A CÉLULAS-TRONCO CANCERÍGENAS
QF001	tratamentos_cancer_farmacos	conjugados_anticorpo_farmaco_adc	tratamento de câncer com conjugado anticorpo-fármaco	BR102015003903	BR102015003903	1	11.5	ipc_media=3; ipc_tema=3; termos_fortes=citotox; termos_medios=tumor	A61K 38/08; A61P 37/02; C07K 7/06; G01N 33/50	PEPTÍDEOS ANTI-INFLAMATÓRIOS E IMUNO MODULADORES
