query_id	query_text	num_pedido	titulo	resumo	relevancia
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022009672	TRATAMENTO DE CÂNCERES COM CONJUGADOS ANTICORPO-FÁRMACO (ADC) QUE SE LIGAM A PROTEÍNAS 191P4D12	TRATAMENTO DE CÂNCERES COM CONJUGADOS ANTICORPO-FÁRMACO (ADC) QUE SE LIGAM A PROTEÍNAS 191P4D12. A presente invenção refere-se a métodos para o tratamento de cânceres com conjugados anticorpo-fármaco (ADC) que ligam a proteínas 191P4D12.	2
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022002391	TRATAMENTO DE CÂNCER COM CONJUGADOS ANTICORPO-FÁRMACO (ADC) QUE SE LIGAM ÀS PROTEÍNAS 191P4D12	TRATAMENTO DE CÂNCER COM CONJUGADOS ANTICORPO-FÁRMACO (ADC) QUE SE LIGAM ÀS PROTEÍNAS 191P4D12. A presente invenção refere-se a métodos para o tratamento de cânceres com conjugados anticorpo-fármaco (ADC) que se ligam às proteínas 191P4D12.	2
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112023012932	MÉTODO PARA PRODUÇÃO DE CONJUGADO DE ANTICORPO-IMUNOESTIMULANTE	MÉTODO PARA PRODUÇÃO DE CONJUGADO DE ANTICORPO-IMUNOESTIMULANTE. A presente invenção refere-se a método estereosseletivo para a preparação de um derivado de dinucleotídeo cíclico e um intermediário de produção do mesmo, que pode ser usado para um conjugado anticorpo-imunoestimulante. Refere-se também a método para a produção de um dinucleotídeo cíclico-ligante e um conjugado anticorpo-imunoestimulante enquanto usando o método de produção acima. Além disso, é fornecido um método para a preparação de um derivado de dinucleotídeo cíclico, o método incluindo a etapa de submeter um composto (I) e um composto (IV) à condensação estereosseletiva usando um agente fosfitilante opticamente ativo (Rc-II) ou (Sc-II).	1
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022014006	MÉTODO DE OTIMIZAÇÃO ESTRUTURAL PARA MELHORAR O DESEMPENHO TERANÓSTICO DE TERAPIA COM RADIONUCLÍDEOS DIRECIONADOS PARA O RECEPTOR PEPTÍDICO PARA CÂNCER	MÉTODO DE OTIMIZAÇÃO ESTRUTURAL PARA MELHORAR O DESEMPENHO TERANÓSTICO DE TERAPIA COM RADIONUCLÍDEOS DIRECIONADOS PARA O RECEPTOR PEPTÍDICO PARA CÂNCER. A presente invenção proporciona em certas modalidades um conjugado de direcionamento para carcinoma compreendendo a Fórmula I em que T é um ligante de direcionamento para SST2R, L é um ligante, e X é um quelante, para o tratamento terapêutico do câncer, e métodos de uso do mesmo.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022021765	CONJUGADO DE PROTEÍNA, COMPOSIÇÃO FARMACÊUTICA, MÉTODO PARA PREVENÇÃO OU TRATAMENTO DE ESTEATO-HEPATITE NÃO ALCOÓLICA, FÍGADO GORDUROSO, FIBROSE HEPÁTICA, CIRROSE, CÂNCER DE FÍGADO, OBESIDADE OU DIABETES, MÉTODO PARA PREPARAÇÃO DE UM CONJUGADO DE PROTEÍNA	CONJUGADO DE PROTEÍNA, COMPOSIÇÃO FARMACÊUTICA, MÉTODO PARA PREVENÇÃO OU TRATAMENTO DE ESTEATO-HEPATITE NÃO ALCOÓLICA, FÍGADO GORDUROSO, FIBROSE HEPÁTICA, CIRROSE, CÂNCER DE FÍGADO,OBESIDADE OU DIABETES, MÉTODO PARA PREPARAÇÃO DE UM CONJUGADO DE PROTEÍNA.A presente invenção refere-se a um conjugado de proteína que compreende poliubiquitina, um carreador ligado à poliubiquitina e duas ou mais biomoléculas ligadas à poliubiquitina ou ao carreador. Além disso, a presente invenção refere-se a uma composição farmacêutica para prevenção ou tratamento de esteato-hepatite não alcoólica (EHNA), fígado gorduroso, fibrose hepática, cirrose, câncer de fígado, obesidade e diabetes, compreendendo o conjugado de proteína que compreende pelo menos duas ou mais biomoléculas.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022023987	USO DE UM COMPLEXO MOLECULAR OU DE UMA COMPOSIÇÃO QUE COMPREENDE O COMPLEXO MOLECULAR PARA O TRATAMENTO DE CÂNCER	COMPLEXO IMUNOMODULADOR E USOS DO MESMO PARA TERAPIA. A invenção se refere a um complexo molecular que consiste em pelo menos um ligante de um açúcar sulfatado da família glicosaminoglicano ligado a pelo menos um ligante de uma molécula de superfície de células apresentadoras de antígeno ou células NK ou NKT, para uso como um medicamento imunomodulador, em particular na imunoterapia de câncer e doenças infecciosas.	1
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112023019112	COMPOSIÇÕES DE VACINAS DEPLETANTES DE FATORES DE CRESCIMENTO HEMATOPOIÉTICO PARA O TRATAMENTO DE DOENÇAS INFLAMATÓRIAS	COMPOSIÇÕES DE VACINAS DEPLETANTES DE FATORES DE CRESCIMENTO HEMATOPOIÉTICO PARA O TRATAMENTO DE DOENÇAS INFLAMATÓRIAS. A presente invenção refere-se aos ramos da Biotecnologia e da Medicina. Particularmente, a presente invenção se refere a composições de vacinas terapêuticas capazes de produzir uma reação autoimune contra fatores de crescimento hematopoiético, tais como G-SCF e/ou GM-CSF, ligadas a outras moléculas ou um fragmento das mesmas por conjugação química ou fusão. As referidas composições de vacinas são úteis para o tratamento de doenças inflamatórias, em especial onde ocorra um aumento patológico de neutrófilos circulantes.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022010069	ANTICORPO BIESPECÍFICO, MOLÉCULA DE ÁCIDO NUCLEICO ISOLADA, VETOR, CÉLULA HOSPEDEIRA, CONJUGADO, KIT, USO DO ANTICORPO BIESPECÍFICO E COMPOSIÇÃO FARMACÊUTICA	ANTICORPO BIESPECÍFICO, MOLÉCULA DE ÁCIDO NUCLEICO ISOLADA, VETOR, CÉLULA HOSPEDEIRA, CONJUGADO, KIT, USO DO ANTICORPO BIESPECÍFICO E COMPOSIÇÃO. FARMACÊUTICA. São providos um anticorpo biespecífico anti-VEGFA-anti-PD-1 e o uso do mesmo. Especificamente, o anticorpo biespecífico anti-VEGFA-anti-PD-1 compreende: uma primeira região funcional de proteína direcionada a PD-1 e uma segunda região funcional de proteína direcionada a VEGFA. De acordo com um sistema de numeração EU, a mutação ocorre em duas posições das posições 234 e 235 de uma região constante de cadeia pesada da imunoglobulina contida no anticorpo biespecífico, e após a mutação, uma constante de afinidade do anticorpo biespecífico com FcYRI, FcYRIIa, FcYRIIIa, e/ou C1q está diminuído em comparação com aquele antes da mutação. O anticorpo biespecífico pode se ligar especificamente a VEGFA e PD-1, aliviar especificamente a imunossupressão de VEGFA e PD-1 em um organismo e inibir a angiogênese induzida por tumor e, portanto, tem boas perspectivas de aplicação.	2
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112017027227	AGENTE ANTI-CÂNCER	AGENTE ANTI-CÂNCER. A presente invenção visa proporcionar um fármaco terapêutico para câncer que tenha um efeito de tratamento superior. Tratamento de câncer usando um inibidor de CBP/catenina e um inibidor do ponto de controle imune em combinação não só aumenta o efeito do tratamento em câncer, mas também permite um tratamento eficaz de pacientes com câncer com baixa sensibilidade quando um inibidor do ponto de controle imune é usado sozinho.	1
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022009716	USO DE (S)-5-AMINO-3-(4-((5-FLUORO-2-METOXIBENZAMIDO)METIL)FENIL)- 1-(1,1,1-TRIFLUOROPROPANO-2-IL)-1H-PIRAZOL-4- CARBOXAMIDA	DOSAGEM DE UM INIBIDOR DE TIROSINA QUINASE DE BRUTON. A presente invenção refere-se a um método de administração de doses do inibidor de BTK, (S)-5-amino-3-(4-((5-fluoro-2-metoxibenzamido)metil)fenil)-1-(1,1,1-trifluoropropano-2-il)-1H-pirazol-4-carboxamida ou um sal farmaceuticamente aceitável da mesma para uso no tratamento ou condições, tais como câncer e doenças autoimunes.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112023001241	MOLÉCULA DE LIGAÇÃO DE IL-18, COMPOSIÇÃO COMPREENDENDO A MOLÉCULA DE LIGAÇÃO DE IL-18, E, MÉTODO PARA MODULAR NÍVEIS DE IL-18 EM UM PACIENTE	MOLÉCULA DE LIGAÇÃO DE IL-18, COMPOSIÇÃO COMPREENDENDO A MOLÉCULA DE LIGAÇÃO DE IL-18, E,MÉTODO PARA MODULAR NÍVEIS DE IL-18 EM UM PACIENTE.A presente invenção provê compostos e composições para o uso no tratamento de câncer como parte de uma Terapia de célula T de Receptor de Antígeno Quimérico (CAR-T). Em particular, a presente invenção descreve moléculas de ligação de IL-18, tais como, por exemplo, a proteína de ligação de IL-18 (IL-18BP) para o uso na Terapia de célula T de Receptor de Antígeno Quimérico (CAR-T) como um modulador para evitar ou minimizar os efeitos colaterais.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022022477	MÉTODO PARA SINTETIZAR COMPOSTO ANTITUMORAL E INTERMEDIÁRIOS DO MESMO	MÉTODO PARA SINTETIZAR COMPOSTO ANTITUMORAL E INTERMEDIÁRIOS DO MESMO.A presente invenção pertence ao campo técnico de medicamentos e, particularmente, refere-se a um método para sintetizar um composto antitumoral e intermediários do mesmo. O método de síntese da presente invenção melhorou a operabilidade e permite um processo simplificado, no qual maior pureza pode ser alcançada sem o complicado processo de recristalização do composto alvo sintetizado e, portanto, se produz menos dos três resíduos, tornando o método mais adequado para a produção industrial em massa. Quando os intermediários de acordo com a presente invenção são usados para preparar um composto antitumoral, os subprodutos são efetivamente reduzidos durante as reações e, assim, o rendimento geral das reações é melhorado e é pelo menos duas vezes maior do que o obtido usando o método de síntese existente.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112017016883	COMPOSTOS COM ATIVIDADE ANTITUMORAL	Compostos de fórmula geral (I), em que A representa um grupo heterociclo opcionalmente substituído, B representa um grupo arila ou heteroarila e em que X, R1, R2, R3, R4 e R5 são como definidos na descrição. Compostos de formula (I) são úteis para destruir, inibir ou prevenir o crescimento ou proliferação de células, especialmente células malignas, em tecidos circundantes, envolvidas em uma variedade de doenças animais e humanas.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022009518	DERIVADO DE ARILAMIDA TENDO ATIVIDADE ANTITUMORAL	DERIVADO DE ARILAMIDA TENDO ATIVIDADE ANTITUMORAL.A presente invenção refere-se a, por exemplo, um composto representado pela fórmula geral (6) abaixo ou um sal farmaceuticamente aceitável do mesmo ou um solvato farmaceuticamente aceitável do composto ou sal:(6)em que X1, X2, X3, X4, X5 e X6 são cada um independentemente -CR2= ou -N=; R2 é, por exemplo, um átomo de halogênio, R1 é, por exemplo, -S(=O)2-NH-R8, R8 é, por exemplo, um grupo C1-6 alquila, R3 é, por exemplo, um átomo de hidrogênio, R5 é, por exemplo, um átomo de halogênio, R6 é, por exemplo, um átomo de hidrogênio e R4 é, por exemplo, um grupo ciclopropila. Os compostos, sais ou solvatos providos pela presente invenção exibem atividade de estabilização do complexo RAF/MEK alta e podem ser usados para o tratamento ou prevenção de distúrbios proliferativos celulares, particularmente cânceres.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022025675	MÉTODO PARA DETERMINAR ANTÍGENO LIVRE	MÉTODO PARA DETERMINAR ANTÍGENO LIVRE. A presente invenção trata de um método para determinar o antígeno livre de um anticorpo em uma amostra de soro não diluído que compreende as etapas de (a) aplicar a amostra não diluída a uma fase sólida na qual um anticorpo de captura foi imobilizado para formar um complexo anticorpo de captura-antígeno, em que o anticorpo de captura compete com o anticorpo pela ligação a um primeiro epítopo no antígeno, (b) aplicar à fase sólida de um anticorpo traçador para formar um complexo anticorpo de captura-antígeno-anticorpo traçador, em que o anticorpo traçador se liga especificamente a um segundo epítopo em o antígeno, em que o epítopo do anticorpo traçador não se sobrepõe ao epítopo do anticorpo de captura no antígeno, e (c) determinar o antígeno livre do anticorpo ao determinar o anticorpo traçador no complexo anticorpo de captura-antígeno-anticorpo traçador.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR0619595	ANTICORPO NEUTRALIZANTE, SEQUÊNCIA DE DNA ISOLADA, VETOR DE CLONAGEM OU EXPRESSÃO, CÉLULA HOSPEDEIRA, PROCESSO PARA A PRODUÇÃO DE UM ANTICORPO, COMPOSIÇÃO FARMACÊUTICA, E, USO DE UM ANTICORPO NEUTRALIZANTE HUMANIZADO	ANTICORPO NEUTRALIZANTE, EPÍTOPO, SEQUÊNCIA DE DNA ISOLADA, VETOR DE CLONAGEM OU EXPRESSÃO, CÉLULA HOSPEDEIRA, PROCESSO PARA A PRODUÇÃO DE UM ANTICORPO, COMPOSIÇÃO FARMACÊUTICA, E, USO DE UM ANTICORPO NEUTRALIZANTE HUMANIZADO OU COMPLETAMENTE HUMANO. A invenção se refere a moléculas de anticorpo tendo especificidade para determinantes antigénicos de IL-6, usos terapêuticos das moléculas de anticorpo e métodos para produzir ditas moléculas de anticorpo.	1
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112015008347	MOLÉCULA DE ANTICORPO, USO DE DITA MOLÉCULA DE ANTICORPO, COMPOSIÇÃO PARA USO NO TRATAMENTO DE UMA DOENÇA ASSOCIADA COM BETA-AMILÓIDE, USO DE UMA COMPOSIÇÃO, ÁCIDO NUCLEICO, CÉLULA HOSPEDEIRA E MÉTODO PARA PRODUÇÃO DE UMA MOLÉCULA DE ANTICORPO	1 / 1 RESUMO âMOLÃCULA DE ANTICORPO ISOLADA, COMPOSIÃÃO, MÃTODO PARA REDUÃÃO DA AMILOIDOSE, TRATAMENTO DA DOENÃA DE ALZHEIMER, MELHORIA DA COGNIÃÃO OU REDUÃÃO DO DECLÃNIO COGNITIVO EM UM PACIENTE COM DOENÃA DE ALZHEIMER OU SÃNDROME DE DOWN E/OU TRATAMENTO DA DEGENERAÃÃO MACULAR NUM INDIVÃDUO, ÃCIDO NUCLEICO ISOLADO, CÃLULA HOSPEDEIRA, MÃTODOS PARA PRODUÃÃO DE UMA MOLÃCULA DE ANTICORPO, PARA PRODUZIR UM DOMÃNIO DE LIGAÃÃO DE ANTÃGENO AO ANTICORPO PARA A ï¢1-42 HUMANO E PARA PRODUZIR UM MEMBRO DE LIGAÃÃO QUE SE LIGA A A ï¢1-42 HUMANAâ Anticorpos para beta-amilÃ³ides humanos. O anticorpo liga-se seletivamente ao pÃ©ptido beta-amilÃ³ide 42 humano em relaÃ§Ã£o ao pÃ©ptido 40. Anticorpos especÃ­ficos para a beta-amilÃ³ide 42, como agentes terapÃªuticos, para a ligaÃ§Ã£o ao pÃ©ptido beta-amilÃ³ide 42 e o tratamento de condiÃ§Ãµes associadas com amiloidose, tal como a doenÃ§a de Alzheimer.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112015002605	AGENTE DE ANTICORPO ESPECÍFICO PARA O VÍRUS DA DENGUE, SEU USO, KIT, COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA SUA PRODUÇÃO	AGENTE DE ANTICORPO ESPECÍFICO PARA O VÍRUS DA DENGUE, SEU USO, KIT, COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA SUA PRODUÇÃO. A presente invenção refere-se a, entre outras coisas, o fornecimento de agentes de anticorpo (por exemplo, anticorpos e/ou fragmentos de ligação ao antígeno destes) que se ligam aos epítopos de VD, bem como composições que os contêm e métodos do desenho, fornecimento, formulação, utilização, identificação e/ou caracterização deles. Em algumas modalidades fornecidas, os aentes de anticorpo mostram ligação significativa a uma pluralidade de sorotipos de VD. Em algumas modalidades, os agentes de anticorpo fornecidos mostram ligação significativa a todos os quatro sorotipos de VD. Tais agentes de anticorpo são úteis, por exemplo, na profilaxia, tratamento, diagnóstico e/ou estudo de VD.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022025989	MOLÉCULAS, UM OU MAIS POLINUCLEOTÍDEOS, UM OU MAIS VETORES, CÉLULA HOSPEDEIRA, MÉTODO PARA PRODUZIR UMA MOLÉCULA, COMPOSIÇÃO FARMACÊUTICA, USO DA MOLÉCULA E MÉTODO PARA TRATAR UMA DOENÇA	MOLÉCULAS, UM OU MAIS POLINUCLEOTÍDEOS, UM OU MAIS VETORES, CÉLULA HOSPEDEIRA, MÉTODO PARA PRODUZIR UMA MOLÉCULA, COMPOSIÇÃO FARMACÊUTICA, USO DA MOLÉCULA E MÉTODO PARA TRATAR UMA DOENÇA. A presente invenção refere-se a moléculas de ligação ao antígeno CD28 agonísticas biespecíficas a Her2 caracterizadas por ligação monovalente a CD28, métodos para sua produção, composições farmacêuticas contendo esses anticorpos e métodos de uso das mesmas.	2
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR102017020557	DISPOSITIVOS SENSORES DE PRESSÃO DE TURGESCÊNCIA CELULAR DE PLANTAS E SISTEMAS AUTOMÁTICOS DE IRRIGAÇÃO	DISPOSITIVOS SENSORES DE PRESSÃO DE TURGESCÊNCIA CELULAR DE PLANTAS E SISTEMAS AUTOMÁTICOS DE IRRIGAÇÃO. A presente invenção se situa no campo de dispositivos sensores de pressão e seus usos para a geração de sistemas automáticos de irrigação. Mais precisamente, os dispositivos sensores da presente invenção, instalados em corpos vegetais, são configurados de modo a operar como válvulas sensíveis à pressão de turgescência celular das plantas tal que, integrados a componentes de sistemas de irrigação, possibilitam a automatização da rega de acordo com a necessidade hídrica das plantas. Estes sensores são caracterizados por serem dotados de um duto interno compressível, denominado duto turgormétrico, interligado aos dutos de entrada e de saída do sensor. O duto turgormétrico é formado pela associação de um sulco ou canal do sensor a uma membrana flexível sensível à pressão de turgescência celular do corpo vegetal, tal que a resposta do corpo vegetal sobre esta membrana determina a condição de compressão do duto turgormétrico, permitindo ou impedindo o fluxo de água ou ar, e assim disparando ou interrompendo a ação de irrigação. A presente invenção revela também concretizações possíveis de sistemas automáticos de irrigação, gerados pela integração do sensor desenvolvido a variações de hastes de irrigação. Entre uma das principais vantagens dos sistemas automáticos de irrigação obtidos com o uso dos sensores turgormétricos está o fato de constituírem sistemas que operam com água sob baixa pressão de serviço e em precisa sintonia com a necessidade hídrica da planta, fornecendo uma solução de maior sustentabilidade e economia em termos de gestão energética e do recurso hídrico.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112018076607	PROCESSO DE PRODUÇÃO DE BUTADIENO PARTINDO DE ETANOL QUE COMPREENDE UMA PURIFICAÇÃO DE UM EFLUENTE RICO EM BUTADIENO POR DESTILAÇÃO COM EXTRAÇÃO	A invenção refere-se a um processo de produção de butadieno partindo de uma carga de etanol que compreende uma etapa de conversão do etanol em butadieno, uma etapa de destilação, uma etapa de lavagem com água, uma etapa de purificação do butadieno que compreende pelo menos uma seção de separação do buteno-1 por destilação com extração e uma seção de destilação final alimentada pelo destilado de butadieno retirado, separando no topo um efluente de butadieno purificado e no fundo um resíduo de butenos e uma etapa de tratamento dos efluentes.	0
